CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Ownership Type,Certification Date
373035,PAM REHABILITATION HOSPITAL OF TULSA,10020 EAST 91ST STREET,-,TULSA,OK,74133,Tulsa,(918) 940-8801,6,For profit,03/31/2017
373036,"EVEREST REHABILITATION HOSPITAL OKC, LLC",7900 MID-AMERICA BLVD,-,MIDWEST CITY,OK,73135,Oklahoma,(469) 351-3321,6,For profit,04/06/2021
373037,TULSA REHABILITATION HOSPITAL LLC,7909 S 101ST E AVE,-,TULSA,OK,74133,Tulsa,(918) 820-3499,6,For profit,10/18/2022
373038,"OKLAHOMA CITY REHABILITATION HOSPITAL, LLC",10240 BROADWAY EXTENSION,-,OKLAHOMA CITY,OK,73114,Oklahoma,(405) 900-8850,6,For profit,11/29/2022
373039,ASCENSION ST JOHN REHABILITATION HOSPITAL OF OWASS,13402 EAST 86TH STREET NORTH,-,OWASSO,OK,74055,Tulsa,(918) 401-3100,6,For profit,04/07/2023
37T001,HILLCREST KAISER REHABILITATION CENTER,1125 S. TRENTON,-,TULSA,OK,74120,Tulsa,(918) 579-7133,6,For profit,06/30/2006
37T008,NORMAN REGIONAL HOSPITAL,901 N PORTER AVE,-,NORMAN,OK,73071,Cleveland,(405) 307-1000,6,Government,02/11/2014
37T018,JANE PHILLIPS MEMORIAL MEDICAL CENTER,3500 FRANK PHILLIPS BOULEVARD,-,BARTLESVILLE,OK,74006,Washington,(918) 333-7200,6,Non-profit,10/01/2005
37T019,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET,-,ELK CITY,OK,73644,Beckham,-,6,Non-profit,07/31/2017
37T020,MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,-,ADA,OK,74820,Pontotoc,(580) 421-1183,6,Non-profit,10/01/2004
37T023,DUNCAN REGIONAL HOSPITAL,1407 WHISENANT,-,DUNCAN,OK,73533,Stephens,(580) 252-5300,6,Non-profit,07/01/2005
37T025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,-,MUSKOGEE,OK,74401,Muskogee,(918) 684-2395,6,Non-profit,09/26/2005
37T026,ST MARYS REGIONAL MEDICAL CTR,305 S FIFTH ST,-,ENID,OK,73701,Garfield,(580) 548-5072,6,For profit,01/05/2014
37T034,MCALESTER REGIONAL HEALTH CENTER,ONE CLARK BASS BLVD.,-,MCALESTER,OK,74501,Pittsburg,(918) 421-8123,6,Government,07/01/2006
37T047,MERCY HOSPITAL ARDMORE,1011 14TH AVE NW,-,ARDMORE,OK,73401,Carter,(580) 220-6372,6,Non-profit,02/19/2014
37T049,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,-,STILLWATER,OK,74076,Payne,(502) 596-6346,6,Government,01/01/2004
37T056,COMANCHE COUNTY HOSPITAL AUTHORITY,3401 W. GORE BLVD.,-,LAWTON,OK,73505,Comanche,(580) 355-8620,6,Government,07/01/2006
37T091,SAINT FRANCIS REHABILITATION,6161 S. YALE AVE.,4-SOUTH,TULSA,OK,74133,Tulsa,(918) 494-4244,6,Non-profit,07/01/2007
37T106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,-,OKLAHOMA CITY,OK,73109,Oklahoma,(405) 636-7000,6,Non-profit,06/30/2005
37T236,INTEGRIS HEALTH EDMOND,4801 INTEGRIS PARKWAY,-,EDMOND,OK,73034,Oklahoma,(405) 657-3000,6,Non-profit,07/01/2021
38T017,LEGACY GOOD SAMARITAN HOSP & MED CTR,1015 NW 22ND AVENUE,LEGACY GOOD SAMARITAN MED CTR,PORTLAND,OR,97210,Multnomah,(503) 413-6477,10,Non-profit,07/01/1984
38T018,ROGUE VALLEY MEDICAL CENTER,2825 EAST BARNETT RD,-,MEDFORD,OR,97504,Jackson,(541) 789-7667,10,Non-profit,10/01/2007
38T047,ST. CHARLES MEDICAL CENTER,2500 NE NEFF ROAD,-,BEND,OR,97701,Deschutes,(541) 706-2611,10,Non-profit,01/01/1990
38T051,SALEM HOSPITAL,890 OAK STREET,PO BOX 14001,SALEM,OR,97301,Marion,(503) 814-4731,10,Non-profit,10/01/1983
38T061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN,-,PORTLAND,OR,97213,Multnomah,(503) 215-5710,10,Non-profit,01/01/1984
38T075,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,-,MEDFORD,OR,97504,Jackson,(541) 732-6346,10,Non-profit,01/01/1984
38T102,SACRED HEART MEDICAL CENTER - RIVERBEND,3333 RIVERBEND DRIVE,-,SPRINGFIELD,OR,97477,Lane,(541) 222-7300,10,Non-profit,07/01/1984
393025,BRYN MAWR REHABILITATION HOSPITAL,414 PAOLI PIKE,-,MALVERN,PA,19355,Chester,(484) 596-5400,3,Non-profit,07/01/1984
393026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READIN,1623 MORGANTOWN ROAD,-,READING,PA,19607,Berks,(610) 796-6000,3,For profit,01/01/1984
393027,ENCOMPASS HEALTH REHAB HOSPITAL OF HARMARVILLE,320 GUYS RUN ROAD,-,PITTSBURGH,PA,15238,Allegheny,(412) 828-1300,3,For profit,07/01/1984
393030,ALLIED SERVICES INSTITUTE OF REHABILITATION,475 MORGAN HIGHWAY,-,SCRANTON,PA,18508,Lackawanna,(570) 348-1300,3,Non-profit,07/01/1984
393031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MECHAN,175 LANCASTER BOULEVARD,-,MECHANICSBURG,PA,17055,Cumberland,(717) 691-3700,3,For profit,07/01/1984
393035,"GOOD SHEPHERD REHABILITATION HOSPITAL, THE",3200 CENTER VALLEY PARKWAY,-,CENTER VALLEY,PA,18034,Lehigh,(610) 242-0345,3,Non-profit,07/01/1984
393036,JOHN HEINZ INSTITUTE OF REHABILITATION MEDICINE,150 MUNDY STREET,-,WILKES BARRE TOWNSHI,PA,18702,Luzerne,(570) 826-3800,3,Non-profit,07/01/1984
393037,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF YORK,",1850 NORMANDIE DRIVE,-,YORK,PA,17408,York,(717) 767-6941,3,For profit,07/01/1984
393038,MAGEE REHABILITATION HOSPITAL,1513 RACE ST,-,PHILADELPHIA,PA,19102,Philadelphia,(215) 587-3034,3,Non-profit,07/01/1984
393039,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NITTAN,550 WEST COLLEGE AVENUE,-,PLEASANT GAP,PA,16823,CENTRE,(814) 359-3421,3,For profit,06/01/1985
393040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTOON,2005 VALLEY VIEW BOULEVARD,-,ALTOONA,PA,16602,Blair,(814) 944-3535,3,For profit,01/06/1986
393045,ENCOMPASS HEALTH REHABILITATION HOSP OF SEWICKLEY,351 CAMP MEETING ROAD,-,SEWICKLEY,PA,15143,Allegheny,(412) 741-9500,3,Non-profit,07/01/1991
393046,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ERIE,",143 EAST SECOND STREET,-,ERIE,PA,16507,Erie,(814) 878-1200,3,For profit,08/24/1992
393047,GEISINGER ENCOMPASS HEALTH REHABILITATION HOSPITAL,64 REHAB LANE,-,DANVILLE,PA,17821,Montour,(570) 271-6110,3,For profit,11/20/1997
393053,PENN STATE HEALTH REHABILITATION HOSPITAL,1135 OLD WEST CHOCOLATE AVE,-,HUMMELSTOWN,PA,17036,Dauphin,(717) 832-2600,3,For profit,08/10/2007
393054,LANCASTER REHABILITATION HOSPITAL,675 GOOD DRIVE,-,LANCASTER,PA,17604,Lancaster,(717) 544-4819,3,For profit,07/06/2007
393055,ST MARY REHABILITATION HOSPITAL,1208 LANGHORNE-NEWTOWN ROAD,-,LANGHORNE,PA,19047,Bucks,(267) 688-0711,3,For profit,07/11/2014
393056,HELEN M SIMPSON REHABILITATION HOSPITAL,4300 LONDONDERRY ROAD,-,HARRISBURG,PA,17109,Dauphin,(717) 920-4300,3,For profit,03/11/2015
39T002,UPMC MCKEESPORT HOSPITAL,1500 FIFTH AVE.,-,MCKEESPORT,PA,15132,Allegheny,(877) 287-3422,3,Non-profit,07/01/1989
39T009,SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,-,ERIE,PA,16544,Erie,(814) 452-5524,3,Non-profit,07/01/1984
39T013,EVANGELICAL COMMUNITY HOSPITAL,ONE HOSPITAL DRIVE,-,LEWISBURG,PA,17837,Union,(570) 522-2000,3,Non-profit,07/01/2003
39T016,UPMC JAMESON,1211 WILMINGTON RD,-,NEW CASTLE,PA,16105,Lawrence,(877) 287-3422,3,Non-profit,07/01/1990
39T028,UPMC MERCY,1400 LOCUST STREET,-,PITTSBURGH,PA,15219,Allegheny,(877) 287-3422,3,Non-profit,07/01/1984
39T030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL,700 E NORWEGIAN ST,-,POTTSVILLE,PA,17901,Schuylkill,(610) 402-7062,3,Non-profit,05/26/2018
39T032,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE STREET,-,NATRONA HEIGHTS,PA,15065,Allegheny,(724) 226-7250,3,Non-profit,07/01/2017
39T041,UNIONTOWN HOSPITAL,500 W. BERKELEY ST.,-,UNIONTOWN,PA,15401,Fayette,(724) 430-5141,3,Non-profit,07/01/1998
39T044,THE READING HOSPITAL AND MEDICAL CENTER,2802 PAPERMILL RD,-,WYOMISSING,PA,19610,Berks,(484) 628-2388,3,Non-profit,07/01/1999
39T045,UPMC SUSQUEHANNA WILLIAMSPORT,777 RURAL AVENUE,-,WILLIAMSPORT,PA,17701,Lycoming,(877) 287-3422,3,Non-profit,07/01/1986
39T049,ST LUKES HOSPITAL,801 OSTRUM ST,-,BETHLEHEM,PA,18015,Northampton,(484) 526-2304,3,Non-profit,07/01/2006
39T057,GRAND VIEW HOSPITAL,700 LAWN AVENUE,-,SELLERSVILLE,PA,18960,Bucks,(215) 453-4731,3,Non-profit,07/01/2005
39T058,UPMC PINNACLE CARLISLE,361 ALEXANDER SPRING ROAD,-,CARLISLE,PA,17013,Cumberland,(717) 960-3511,3,Non-profit,07/01/2000
39T066,THE GOOD SAMARITAN HOSPITAL,4TH AND WALNUT STREETS,-,LEBANON,PA,17042,Lebanon,(717) 270-7500,3,Non-profit,07/01/1989
39T079,ROBERT PACKER HOSP,GUTHRIE SQUARE,-,SAYRE,PA,18840,Bradford,(717) 888-6666,3,Non-profit,07/01/2021
39T086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVE,-,DUBOIS,PA,15801,Clearfield,(814) 375-3058,3,Non-profit,07/01/1995
39T090,WESTERN PENNSYLVANIA HOSPITAL,4800 FRIENDSHIP AVE,-,PITTSBURGH,PA,15224,Allegheny,(412) 578-1093,3,Non-profit,07/01/1984
39T091,UPMC NORTHWEST,100 FAIRFIELD AVE.,-,SENECA,PA,16346,Venango,(877) 287-3422,3,Non-profit,07/01/1986
39T093,THE REHAB CTR @ CLARION HOSP,ONE HOSPITAL DR,-,CLARION,PA,16214,Clarion,(814) 226-9500,3,Non-profit,07/01/2009
39T102,UPMC ST MARGARET,815 FREEPORT ROAD,-,PITTSBURGH,PA,15215,Allegheny,(877) 287-3422,3,Non-profit,07/01/1984
39T107,UPMC PASSAVANT,9100 BABCOCK BLVD.,-,PITTSBURGH,PA,15237,Allegheny,(877) 287-3422,3,Non-profit,07/01/2002
39T110,CRICHTON REHABILITATION CENTER,1086 FRANKLIN STREET,-,JOHNSTOWN,PA,15905,Cambria,(814) 534-7928,3,For profit,07/01/1996
39T111,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,1800 LOMBARD STREET,-,PHILADELPHIA,PA,19146,Philadelphia,(215) 893-6532,3,Non-profit,07/01/1984
39T113,MEADVILLE MEDICAL CENTER,1034 GROVE STREET,-,MEADVILLE,PA,16335,Crawford,(814) 333-5320,3,Non-profit,07/01/1993
39T125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,-,HONESDALE,PA,18431,Wayne,(570) 253-8100,3,Non-profit,07/01/2006
39T127,REGIONAL REHAB CENTER,140 NUTT RD,-,PHOENIXVILLE,PA,19460,Chester,(610) 983-1440,3,Non-profit,07/01/2013
39T133,LEHIGH VALLEY HOSPITAL,1200 S CEDAR CREST BLVD,-,ALLENTOWN,PA,18103,Lehigh,(610) 402-7062,3,Non-profit,07/01/2015
39T137,CENTER FOR ADVANCED REHAB,575 NORTH RIVER ST,-,WILKES-BARRE,PA,18764,Luzerne,(570) 552-4470,3,For profit,07/01/2011
39T142,MOSS REHAB,60 TOWNSHIP LINE ROAD,-,ELKINS PARK,PA,19027,Philadelphia,(215) 663-6274,3,Non-profit,07/01/1992
39T147,MONONGAHELA VALLEY HOSPITAL,COUNTRY CLUB ROAD,-,MONONGAHELA,PA,15063,Washington,(724) 258-1408,3,Non-profit,07/01/1988
39T151,CHAMBERSBURG HOSPITAL,112 N SEVENTH ST,-,CHAMBERSBURG,PA,17201,Franklin,(717) 267-3000,3,Non-profit,07/01/1987
39T156,MERCY FITZGERALD HOSPITAL,INPATIENT REHABILITATION UNIT,-,DARBY,PA,19023,Delaware,(610) 237-2766,3,Non-profit,07/01/1984
39T160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,-,CANONSBURG,PA,15317,Washington,(724) 745-3908,3,Non-profit,07/01/2000
39T162,EASTON HOSPITAL,250 SOUTH 21ST. ST.,-,EASTON,PA,18042,Northampton,(610) 250-4230,3,Non-profit,07/01/1984
39T164,UPMC MONTEFIORE,200 LOTHROP ST,-,PITTSBURGH,PA,15213,Allegheny,(877) 287-3422,3,Non-profit,07/01/1993
39T173,REHAB CARE CENTER AT INDIANA REGIONAL MEDICAL CENT,835 HOSPITAL ROAD,-,INDIANA,PA,15701,Indiana,(502) 596-6346,3,Non-profit,07/01/2003
39T185,GUNDERSON REHABILITATION CENTER,700 EAST BROAD STREET,-,HAZLETON,PA,18201,Luzerne,(570) 501-4625,3,Non-profit,01/01/2000
39T198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH ST,-,ERIE,PA,16509,Erie,(814) 868-2462,3,Non-profit,07/01/2013
39T201,LEHIGH VALLEY HOSPITAL - POCONO,206 E BROWN ST,-,EAST STROUDSBURG,PA,18301,Monroe,(610) 402-7062,3,Non-profit,07/01/2017
39T204,NAZARETH HOSPITAL REHAB,2601 HOLME AVENUE,-,PHILADELPHIA,PA,19152,Philadelphia,(215) 335-6420,3,Non-profit,07/01/1993
39T225,EPHRATA REHABILITATION UNIT,169 MARTIN AVENUE,-,EPHRATA,PA,17522,Lancaster,(717) 738-6488,3,Non-profit,07/01/2002
39T265,JEFFERSON HOSPITAL,565 COAL VALLEY RD,-,JEFFERSON HILLS,PA,15025,Allegheny,(412) 469-7488,3,Non-profit,07/01/1984
39T304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVENUE,-,PHILADELPHIA,PA,19128,Philadelphia,(215) 487-4551,3,For profit,12/19/2002
39T327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT RD,-,YORK,PA,17403,York,(717) 812-6100,3,Non-profit,04/26/2012
39T328,UPMC EAST,2735 MOSSIDE BLVD,-,MONROEVILLE,PA,15146,Allegheny,(877) 287-3422,3,Non-profit,07/01/2014
39TA27,KINDRED HOSPITAL PHILADELPHIA,6129 PALMETTO STREET,-,LAWNCREST,PA,19111,Philadelphia,(215) 722-8555,3,For profit,09/01/2021
403025,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN JU,3RD FLOOR UNIVERSITY HOSPITAL MEDICAL CENTER,-,SAN JUAN,PR,00936,San Juan,(787) 274-5100,2,For profit,07/07/2000
403026,ENCOMPASS HEALTH REHABILITATION HOSPITAL MANATI,CARRETERA 2 KILOMETRO 47 7,-,MANATI,PR,00674,Manati,(787) 621-3800,2,For profit,05/29/2008
403027,MULTY MEDICAL FACILITIES CORPORATION,MUNOZ RIVERA AVENUE 402,-,SAN JUAN,PR,00918,San Juan,(787) 705-8677,2,For profit,01/01/2016
403028,VARMED REHABILITATION CENTER,CALLE MANUEL F ROSSY ESQUINA ISABEL II,-,BAYAMON,PR,00959,Bayamon,(787) 995-1900,2,For profit,07/18/2025
40T012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,-,SAN JUAN,PR,00935,San Juan,(787) 763-4149,2,Non-profit,07/01/2019
40T014,BELLA VISTA REHABILITATION CENTER,PO BOX 1750,-,MAYAGUEZ,PR,00681,Mayaguez,(502) 596-6346,2,Non-profit,01/01/2011
40T016,HOSPITAL AUXILIO MUTUO OF PUERTO RICO,AVE PONCE DE LEON,-,HATO REY,PR,00919,San Juan,(787) 758-2000,2,Government,05/15/2017
40T021,HOSPITAL DE LA CONCEPCION,HWY 2 KM 173.4,-,SAN GERMAN,PR,00683,San German,(787) 892-1860,2,Non-profit,01/01/2013
40T104,HOSPITAL MENONITA CAGUAS INC,CARR 172 EXIT 21 URB TURABO GARDENS,-,CAGUAS,PR,00725,Caguas,(787) 744-3141,2,Non-profit,04/01/2022
413025,REHABILITATION HOSPITAL OF RHODE ISLAND,116 EDDIE DOWLING HIGHWAY,-,NORTH SMITHFIELD,RI,02896,Providence,(401) 766-0800,1,For profit,01/04/1994
413026,ENCOMPASS HEALTH REHAB HOSPITAL OF JOHNSTON,2109 HARTFORD AVENUE,-,JOHNSTON,RI,02919,Providence,(401) 587-1000,1,For profit,08/13/2024
41T005,SOUTHERN NEW ENGLAND REHAB CTR,200 HIGH SERVICE AVENUE,-,NORTH PROVIDENCE,RI,02904,Providence,(401) 456-3868,1,For profit,10/01/1989
41T006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,-,NEWPORT,RI,02840,Newport,(401) 845-1600,1,Non-profit,10/01/1983
41T009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD.,-,WARWICK,RI,02886,Kent,(502) 596-6346,1,For profit,10/01/1996
423025,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF COLA,2935 COLONIAL DRIVE,-,COLUMBIA,SC,29203,Richland,(803) 254-7777,4,For profit,01/12/1989
423026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FLORE,900 EAST CHEVES ST,-,FLORENCE,SC,29506,Florence,(843) 679-9000,4,For profit,09/05/1991
423027,MUSC HEALT REHABILITATION HOSPITAL,9181 MEDCOM ST,-,NORTH CHARLESTON,SC,29406,Charleston,(843) 820-7777,4,For profit,01/13/1994
423028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROCK H,1795 FRANK GASTON BLVD,-,ROCK HILL,SC,29732,York,(803) 326-3500,4,For profit,05/25/2000
423029,ANMED HEALTH REHABILITATION HOSPITAL,1 SPRINGBACK WAY,-,ANDERSON,SC,29621,Anderson,(864) 716-2600,4,Non-profit,02/26/2003
423030,"GREENWOOD REGIONAL REHABILITATION HOSPITAL, INC",1530 PARKWAY,-,GREENWOOD,SC,29646,Greenwood,(864) 330-9070,4,For profit,11/30/2007
423031,"SPARTANBURG REHABILITATION INSTITUTE, INC",160 HAROLD FLEMING COURT,-,SPARTANBURG,SC,29303,Spartanburg,(864) 641-6510,4,For profit,09/19/2013
423032,ENCOMPASS HEALTH REHAB HOSPITAL OF BLUFFTON,107 SEAGRASS ROAD,-,BLUFFTON,SC,29910,Beaufort,(843) 836-8200,4,For profit,07/27/2018
423033,TIDELANDS HEALTH REHABILITATION HOSPITALS,"4070 HIGHWAY 17 BYPASS SOUTH, 4TH FLOOR",-,MURRELLS INLET,SC,29576,Georgetown,(843) 652-1350,4,For profit,10/02/2018
423034,MIDLANDS REGIONAL REHABILITATION HOSPITAL,20 PINNACLE PKWY,-,ELGIN,SC,29045,Kershaw,(803) 438-8890,4,For profit,09/28/2020
423035,ENCOMPASS HEALTH REHABILITATION HOSPITAL GREENVILL,3372 LAURENS RD,-,GREENVILLE,SC,29607,Greenville,(864) 537-4600,4,For profit,08/20/2021
423036,LEXINGTON REGIONAL REHABILITATION HOSPITAL,3085 TAYLOR ROAD,-,CAYCE,SC,29033,Lexington,(717) 591-5700,4,Non-profit,08/18/2023
423037,ENCOMPASS HEALTH REHABILITATION HOSPITAL FORT MILL,2260 VISTA ROAD,-,FORT MILL,SC,29708,York,(839) 400-2400,4,For profit,10/15/2024
42T004,MUSC MEDICAL CENTER,169 ASHLEY AVE,-,CHARLESTON,SC,29425,Charleston,(843) 792-2300,4,Government,03/01/2023
42T007,SPARTANBURG MEDICAL CENTER FOR REHAB MEDICINE,101 E WOOD ST,-,SPARTANBURG,SC,29303,Spartanburg,(864) 560-6554,4,Government,02/22/2019
42T023,BON SECOUR ST. FRANCIS INPATIENT REHAB CENTER,1 ST. FRANCIS DRIVE,-,GREENVILLE,SC,29601,Greenville,(864) 255-1954,4,Non-profit,04/13/2023
42T030,COLLETON MEDICAL CENTER,501 ROBERTSON BLVD,PO BOX 5001,WALTERBORO,SC,29488,Colleton,(843) 782-2455,4,For profit,08/17/2012
42T036,MUSC HEALTH LANCASTER REHABILITATION CTR,800 W MEETING ST,-,LANCASTER,SC,29720,Lancaster,(803) 286-1308,4,For profit,10/01/1995
42T049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,-,CONWAY,SC,29526,Horry,(843) 347-8037,4,Non-profit,10/01/2021
42T067,THE REHAB UNIT AT BEAUFORT MEMORIAL HOSPITAL,955 RIBAUT RD,-,BEAUFORT,SC,29902,Beaufort,(843) 522-5821,4,Government,10/01/2011
42T070,PRISMA HEALTH TUOMEY,129 NORTH WASHINGTON STREET,-,SUMTER,SC,29150,Sumter,(803) 774-9476,4,Non-profit,08/27/2003
42T078,PRISMA HEALTH ROGER C. PEACE REHABILITATION HOSPIT,701 GROVE ROAD,-,GREENVILLE,SC,29605,Greenville,(864) 455-3779,4,Non-profit,10/01/2024
42T079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,-,CHARLESTON,SC,29406,Charleston,(843) 847-5659,4,For profit,04/01/2019
42T082,AIKEN REGIONAL MEDICAL CENTERS,302 UNIVERSITY PKWY,-,AIKEN,SC,29801,Aiken,(803) 641-5648,4,For profit,01/01/2018
42T085,GRAND STRAND MEDICAL CENTER,809 82ND PKWY,-,MYRTLE BEACH,SC,29572,Horry,(843) 497-8740,4,For profit,05/01/2018
42T087,ROPER REHABILITATION HOSPITAL,316 CALHOUN ST,-,CHARLESTON,SC,29401,Charleston,(843) 724-2819,4,Non-profit,10/01/1995
42T089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,-,MOUNT PLEASANT,SC,29464,Charleston,(843) 881-0100,4,For profit,01/01/2021
42T091,MUSC FLORENCE REHABILITATION CENTER,121 E CEDAR STREET,-,FLORENCE,SC,29501,Florence,(843) 661-3381,4,Government,09/26/1991
42T101,COASTAL CAROLINA MEDICAL CENTER,1000 MEDICAL CENTER DRIVE,-,HARDEEVILLE,SC,29927,Jasper,(843) 784-8066,4,For profit,04/06/2005
433027,ENCOMPASS HEALTH REHAB HOSPITAL OF SIOUX FALLS,4700 W 69TH STREET,-,SIOUX FALLS,SD,57108,Minnehaha,(605) 305-5600,8,For profit,07/28/2020
43T012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,-,YANKTON,SD,57078,Yankton,(605) 668-8297,8,Non-profit,07/01/1997
43T016,AVERA MCKENNAN REHABILITATION UNIT,1000 E 23RD ST 5TH FLOOR,-,SIOUX FALLS,SD,57105,Minnehaha,(605) 322-2170,8,Non-profit,08/04/2016
43T027,SANFORD MEDICAL CENTER,1305 W 18TH STREET,-,SIOUX FALLS,SD,57117,Minnehaha,(605) 328-6758,8,Non-profit,07/01/2017
43TA03,REHAB & CRITICAL CARE HOSPITAL OF THE BLACK HILLS,2115 PROMISE ROAD,-,RAPID CITY,SD,57701,Pennington,(605) 646-6040,8,For profit,06/22/2024
443025,SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,1 SISKIN PLAZA,-,CHATTANOOGA,TN,37403,Hamilton,(423) 634-1200,4,Non-profit,02/16/1990
443027,"REHABILITATION HOSPITAL OF KINGSPORT, A JOINT VENT",113 CASSEL DRIVE,-,KINGSPORT,TN,37660,Sullivan,(423) 246-7240,4,For profit,09/05/1991
443028,VANDERBILT STALLWORTH REHAB HOSPITAL,2201 CHILDRENS WAY,-,NASHVILLE,TN,37212,Davidson,(615) 320-7600,4,For profit,11/09/1993
443029,ENCOMPASS HEALTH REHABILITIATION HOSPITAL OF MEMPH,1282 UNION AVENUE,-,MEMPHIS,TN,38104,Shelby,(901) 722-2000,4,For profit,07/08/1994
443030,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL,180 MOUNT PELIA ROAD,-,MARTIN,TN,38237,WEAKLEY,(731) 587-4261,4,For profit,10/09/2001
443031,ENCOMPASS HEALTH METHODIST REHABILITATION HOSPITAL,4100 AUSTIN PEAY HIGHWAY,-,MEMPHIS,TN,38128,Shelby,(901) 213-5400,4,For profit,03/08/2002
443032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHATTA,2412 MCCALLIE AVENUE,-,CHATTANOOGA,TN,37404,Hamilton,(423) 698-0221,4,For profit,06/01/2014
443033,"QUILLEN REHABILITATION HOSPITAL, AJV OF BALLAD HLT",2511 WESLEY STREET,-,JOHNSON CITY,TN,37601,Washington,(423) 952-1700,4,For profit,12/16/2014
443034,BAPTIST MEMORIAL REHABILITATION HOSPITAL,1240 S GERMANTOWN ROAD,-,GERMANTOWN,TN,38138,Shelby,(901) 757-1350,4,For profit,11/20/2014
443035,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKL,1000 PHYSICIANS WAY,-,FRANKLIN,TN,37067,Williamson,(615) 721-4000,4,For profit,01/25/2016
443036,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPTIAL,616 WEST FOREST AVENUE,-,JACKSON,TN,38301,Madison,(731) 541-5000,4,For profit,07/24/2017
443037,KNOXVILLE REHABILITATION HOSPITAL,1250 TENNOVA MEDICAL WAY,-,KNOXVILLE,TN,37909,Knox,(865) 895-6000,4,For profit,07/23/2021
443038,ASCENSION SAINT THOMAS REHABILITATION HOSPITAL,310 21ST AVENUE N,-,NASHVILLE,TN,37203,Davidson,(629) 253-5300,4,For profit,07/15/2022
443039,PATRICIA NEAL REHABILITATION HOSPITAL,101 FORT SANDERS WEST BLVD,-,KNOXVILLE,TN,37922,Knox,(865) 895-3000,4,For profit,03/16/2023
44T003,SUMNER REGIONAL MEDICAL CENTER,P.O. BOX 1558,-,GALLATIN,TN,37066,Sumner,(615) 328-5081,4,For profit,06/01/1994
44T006,SKYLINE REHAB CENTER,3441 DICKERSON PIKE,-,NASHVILLE,TN,37207,Davidson,(615) 769-7867,4,Non-profit,12/01/2022
44T035,TENNOVA HEALTHARE - CLARKSVILLE,651 DUNLOP LANE,-,CLARKSVILLE,TN,37040,Montgomery,(931) 502-4001,4,For profit,01/01/2009
44T046,HORIZON REHABILITATION CENTER,111 HIGHWAY 70 EAST,-,DICKSON,TN,37055,Dickson,(615) 326-2781,4,For profit,06/01/2024
44T050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVENUE,-,GREENEVILLE,TN,37743,Greene,(423) 636-0444,4,Non-profit,07/01/1999
44T058,SOUTHERN TENNESSEE MEDICAL CTR,185 HOSPITAL ROAD,-,WINCHESTER,TN,37398,Franklin,(931) 967-8390,4,For profit,01/01/2003
44T059,THE REHAB CENTER AT COOKEVILLE RMC,215 WEST 6TH STREET,-,COOKEVILLE,TN,38501,Putnam,(502) 596-6346,4,Government,07/01/2003
